productId,name,description,manufactoring_date,expiry_date
412,Mu Gadget 412,Smart gadget for home,2029-08-26,2031-08-26
413,Nu Tool 413,Ergonomic tool,2029-08-31,2031-08-31
414,Xi Device 414,Energy efficient device,2029-09-05,2031-09-05
415,Omicron Gear 415,Heavy-duty gear,2029-09-10,2031-09-10
416,Pi Component 416,Component for electronics,2029-09-15,2031-09-15
417,Rho Module 417,Module for automation,2029-09-20,2031-09-20
418,Sigma Part 418,Precision part,2029-09-25,2031-09-25
419,Tau Accessory 419,Accessory for gadgets,2029-09-30,2031-09-30
420,Upsilon Unit 420,Unit for assembly lines,2029-10-05,2031-10-05
421,Alpha Widget 421,High quality widget,2029-10-10,2031-10-10
422,Beta Gadget 422,Advanced gadget for daily use,2029-10-15,2031-10-15
423,Gamma Tool 423,Durable tool for professionals,2029-10-20,2031-10-20
424,Delta Device 424,Compact and efficient device,2029-10-25,2031-10-25
425,Epsilon Gear 425,Precision engineered gear,2029-10-30,2031-10-30
426,Zeta Component 426,Essential component for machines,2029-11-04,2031-11-04
427,Eta Module 427,Modular design for flexibility,2029-11-09,2031-11-09
428,Theta Part 428,High performance part,2029-11-14,2031-11-14
429,Iota Accessory 429,Accessory for multiple uses,2029-11-19,2031-11-19
430,Kappa Unit 430,Unit for industrial applications,2029-11-24,2031-11-24
431,Lambda Widget 431,Next-gen widget,2029-11-29,2031-11-29
432,Mu Gadget 432,Smart gadget for home,2029-12-04,2031-12-04
433,Nu Tool 433,Ergonomic tool,2029-12-09,2031-12-09
434,Xi Device 434,Energy efficient device,2029-12-14,2031-12-14
435,Omicron Gear 435,Heavy-duty gear,2029-12-19,2031-12-19
436,Pi Component 436,Component for electronics,2029-12-24,2031-12-24
437,Rho Module 437,Module for automation,2029-12-29,2031-12-29
438,Sigma Part 438,Precision part,2030-01-03,2032-01-03
439,Tau Accessory 439,Accessory for gadgets,2030-01-08,2032-01-08
440,Upsilon Unit 440,Unit for assembly lines,2030-01-13,2032-01-13
441,Alpha Widget 441,High quality widget,2030-01-18,2032-01-18
442,Beta Gadget 442,Advanced gadget for daily use,2030-01-23,2032-01-23
443,Gamma Tool 443,Durable tool for professionals,2030-01-28,2032-01-28
444,Delta Device 444,Compact and efficient device,2030-02-02,2032-02-02
445,Epsilon Gear 445,Precision engineered gear,2030-02-07,2032-02-07
446,Zeta Component 446,Essential component for machines,2030-02-12,2032-02-12
447,Eta Module 447,Modular design for flexibility,2030-02-17,2032-02-17
448,Theta Part 448,High performance part,2030-02-22,2032-02-22
449,Iota Accessory 449,Accessory for multiple uses,2030-02-27,2032-02-27
450,Kappa Unit 450,Unit for industrial applications,2030-03-04,2032-03-04
451,Lambda Widget 451,Next-gen widget,2030-03-09,2032-03-09
452,Mu Gadget 452,Smart gadget for home,2030-03-14,2032-03-14
453,Nu Tool 453,Ergonomic tool,2030-03-19,2032-03-19
454,Xi Device 454,Energy efficient device,2030-03-24,2032-03-24
455,Omicron Gear 455,Heavy-duty gear,2030-03-29,2032-03-29
456,Pi Component 456,Component for electronics,2030-04-03,2032-04-03
457,Rho Module 457,Module for automation,2030-04-08,2032-04-08
458,Sigma Part 458,Precision part,2030-04-13,2032-04-13
459,Tau Accessory 459,Accessory for gadgets,2030-04-18,2032-04-18
460,Upsilon Unit 460,Unit for assembly lines,2030-04-23,2032-04-23
461,Alpha Widget 461,High quality widget,2030-04-28,2032-04-28
462,Beta Gadget 462,Advanced gadget for daily use,2030-05-03,2032-05-03
463,Gamma Tool 463,Durable tool for professionals,2030-05-08,2032-05-08
464,Delta Device 464,Compact and efficient device,2030-05-13,2032-05-13
465,Epsilon Gear 465,Precision engineered gear,2030-05-18,2032-05-18
466,Zeta Component 466,Essential component for machines,2030-05-23,2032-05-23
467,Eta Module 467,Modular design for flexibility,2030-05-28,2032-05-28
468,Theta Part 468,High performance part,2030-06-02,2032-06-02
469,Iota Accessory 469,Accessory for multiple uses,2030-06-07,2032-06-07
470,Kappa Unit 470,Unit for industrial applications,2030-06-12,2032-06-12
471,Lambda Widget 471,Next-gen widget,2030-06-17,2032-06-17
472,Mu Gadget 472,Smart gadget for home,2030-06-22,2032-06-22
473,Nu Tool 473,Ergonomic tool,2030-06-27,2032-06-27
474,Xi Device 474,Energy efficient device,2030-07-02,2032-07-02
475,Omicron Gear 475,Heavy-duty gear,2030-07-07,2032-07-07
476,Pi Component 476,Component for electronics,2030-07-12,2032-07-12
477,Rho Module 477,Module for automation,2030-07-17,2032-07-17
478,Sigma Part 478,Precision part,2030-07-22,2032-07-22
479,Tau Accessory 479,Accessory for gadgets,2030-07-27,2032-07-27
480,Upsilon Unit 480,Unit for assembly lines,2030-08-01,2032-08-01
481,Alpha Widget 481,High quality widget,2030-08-06,2032-08-06
482,Beta Gadget 482,Advanced gadget for daily use,2030-08-11,2032-08-11
483,Gamma Tool 483,Durable tool for professionals,2030-08-16,2032-08-16
484,Delta Device 484,Compact and efficient device,2030-08-21,2032-08-21
485,Epsilon Gear 485,Precision engineered gear,2030-08-26,2032-08-26
486,Zeta Component 486,Essential component for machines,2030-08-31,2032-08-31
487,Eta Module 487,Modular design for flexibility,2030-09-05,2032-09-05
488,Theta Part 488,High performance part,2030-09-10,2032-09-10
489,Iota Accessory 489,Accessory for multiple uses,2030-09-15,2032-09-15
490,Kappa Unit 490,Unit for industrial applications,2030-09-20,2032-09-20
491,Lambda Widget 491,Next-gen widget,2030-09-25,2032-09-25
492,Mu Gadget 492,Smart gadget for home,2030-09-30,2032-09-30
493,Nu Tool 493,Ergonomic tool,2030-10-05,2032-10-05
494,Xi Device 494,Energy efficient device,2030-10-10,2032-10-10
495,Omicron Gear 495,Heavy-duty gear,2030-10-15,2032-10-15
496,Pi Component 496,Component for electronics,2030-10-20,2032-10-20
497,Rho Module 497,Module for automation,2030-10-25,2032-10-25
498,Sigma Part 498,Precision part,2030-10-30,2032-10-30
499,Tau Accessory 499,Accessory for gadgets,2030-11-04,2032-11-04
500,Upsilon Unit 500,Unit for assembly lines,2030-11-09,2032-11-09
501,Alpha Widget 501,High quality widget,2030-11-14,2032-11-14
502,Beta Gadget 502,Advanced gadget for daily use,2030-11-19,2032-11-19
503,Gamma Tool 503,Durable tool for professionals,2030-11-24,2032-11-24
504,Delta Device 504,Compact and efficient device,2030-11-29,2032-11-29
505,Epsilon Gear 505,Precision engineered gear,2030-12-04,2032-12-04
506,Zeta Component 506,Essential component for machines,2030-12-09,2032-12-09
507,Eta Module 507,Modular design for flexibility,2030-12-14,2032-12-14
508,Theta Part 508,High performance part,2030-12-19,2032-12-19
509,Iota Accessory 509,Accessory for multiple uses,2030-12-24,2032-12-24
510,Kappa Unit 510,Unit for industrial applications,2030-12-29,2032-12-29
511,Lambda Widget 511,Next-gen widget,2031-01-03,2033-01-03
512,Mu Gadget 512,Smart gadget for home,2031-01-08,2033-01-08
513,Nu Tool 513,Ergonomic tool,2031-01-13,2033-01-13
514,Xi Device 514,Energy efficient device,2031-01-18,2033-01-18
515,Omicron Gear 515,Heavy-duty gear,2031-01-23,2033-01-23
516,Pi Component 516,Component for electronics,2031-01-28,2033-01-28
517,Rho Module 517,Module for automation,2031-02-02,2033-02-02
518,Sigma Part 518,Precision part,2031-02-07,2033-02-07
519,Tau Accessory 519,Accessory for gadgets,2031-02-12,2033-02-12
520,Upsilon Unit 520,Unit for assembly lines,2031-02-17,2033-02-17
521,Alpha Widget 521,High quality widget,2031-02-22,2033-02-22
522,Beta Gadget 522,Advanced gadget for daily use,2031-02-27,2033-02-27
523,Gamma Tool 523,Durable tool for professionals,2031-03-04,2033-03-04
524,Delta Device 524,Compact and efficient device,2031-03-09,2033-03-09
525,Epsilon Gear 525,Precision engineered gear,2031-03-14,2033-03-14
526,Zeta Component 526,Essential component for machines,2031-03-19,2033-03-19
527,Eta Module 527,Modular design for flexibility,2031-03-24,2033-03-24
528,Theta Part 528,High performance part,2031-03-29,2033-03-29
529,Iota Accessory 529,Accessory for multiple uses,2031-04-03,2033-04-03
530,Kappa Unit 530,Unit for industrial applications,2031-04-08,2033-04-08
531,Lambda Widget 531,Next-gen widget,2031-04-13,2033-04-13
532,Mu Gadget 532,Smart gadget for home,2031-04-18,2033-04-18
533,Nu Tool 533,Ergonomic tool,2031-04-23,2033-04-23
534,Xi Device 534,Energy efficient device,2031-04-28,2033-04-28
535,Omicron Gear 535,Heavy-duty gear,2031-05-03,2033-05-03
536,Pi Component 536,Component for electronics,2031-05-08,2033-05-08
537,Rho Module 537,Module for automation,2031-05-13,2033-05-13
538,Sigma Part 538,Precision part,2031-05-18,2033-05-18
539,Tau Accessory 539,Accessory for gadgets,2031-05-23,2033-05-23
540,Upsilon Unit 540,Unit for assembly lines,2031-05-28,2033-05-28
541,Alpha Widget 541,High quality widget,2031-06-02,2033-06-02
542,Beta Gadget 542,Advanced gadget for daily use,2031-06-07,2033-06-07
543,Gamma Tool 543,Durable tool for professionals,2031-06-12,2033-06-12
544,Delta Device 544,Compact and efficient device,2031-06-17,2033-06-17
545,Epsilon Gear 545,Precision engineered gear,2031-06-22,2033-06-22
546,Zeta Component 546,Essential component for machines,2031-06-27,2033-06-27
547,Eta Module 547,Modular design for flexibility,2031-07-02,2033-07-02
548,Theta Part 548,High performance part,2031-07-07,2033-07-07
549,Iota Accessory 549,Accessory for multiple uses,2031-07-12,2033-07-12
550,Kappa Unit 550,Unit for industrial applications,2031-07-17,2033-07-17
551,Lambda Widget 551,Next-gen widget,2031-07-22,2033-07-22
552,Mu Gadget 552,Smart gadget for home,2031-07-27,2033-07-27
553,Nu Tool 553,Ergonomic tool,2031-08-01,2033-08-01
554,Xi Device 554,Energy efficient device,2031-08-06,2033-08-06
555,Omicron Gear 555,Heavy-duty gear,2031-08-11,2033-08-11
556,Pi Component 556,Component for electronics,2031-08-16,2033-08-16
557,Rho Module 557,Module for automation,2031-08-21,2033-08-21
558,Sigma Part 558,Precision part,2031-08-26,2033-08-26
559,Tau Accessory 559,Accessory for gadgets,2031-08-31,2033-08-31
560,Upsilon Unit 560,Unit for assembly lines,2031-09-05,2033-09-05
561,Alpha Widget 561,High quality widget,2031-09-10,2033-09-10
562,Beta Gadget 562,Advanced gadget for daily use,2031-09-15,2033-09-15
563,Gamma Tool 563,Durable tool for professionals,2031-09-20,2033-09-20
564,Delta Device 564,Compact and efficient device,2031-09-25,2033-09-25
565,Epsilon Gear 565,Precision engineered gear,2031-09-30,2033-09-30
566,Zeta Component 566,Essential component for machines,2031-10-05,2033-10-05
567,Eta Module 567,Modular design for flexibility,2031-10-10,2033-10-10
568,Theta Part 568,High performance part,2031-10-15,2033-10-15
569,Iota Accessory 569,Accessory for multiple uses,2031-10-20,2033-10-20
570,Kappa Unit 570,Unit for industrial applications,2031-10-25,2033-10-25
571,Lambda Widget 571,Next-gen widget,2031-10-30,2033-10-30
572,Mu Gadget 572,Smart gadget for home,2031-11-04,2033-11-04
573,Nu Tool 573,Ergonomic tool,2031-11-09,2033-11-09
574,Xi Device 574,Energy efficient device,2031-11-14,2033-11-14
575,Omicron Gear 575,Heavy-duty gear,2031-11-19,2033-11-19
576,Pi Component 576,Component for electronics,2031-11-24,2033-11-24
577,Rho Module 577,Module for automation,2031-11-29,2033-11-29
578,Sigma Part 578,Precision part,2031-12-04,2033-12-04
579,Tau Accessory 579,Accessory for gadgets,2031-12-09,2033-12-09
580,Upsilon Unit 580,Unit for assembly lines,2031-12-14,2033-12-14
581,Alpha Widget 581,High quality widget,2031-12-19,2033-12-19
582,Beta Gadget 582,Advanced gadget for daily use,2031-12-24,2033-12-24
583,Gamma Tool 583,Durable tool for professionals,2031-12-29,2033-12-29
584,Delta Device 584,Compact and efficient device,2032-01-03,2034-01-03
585,Epsilon Gear 585,Precision engineered gear,2032-01-08,2034-01-08
586,Zeta Component 586,Essential component for machines,2032-01-13,2034-01-13
587,Eta Module 587,Modular design for flexibility,2032-01-18,2034-01-18
588,Theta Part 588,High performance part,2032-01-23,2034-01-23
589,Iota Accessory 589,Accessory for multiple uses,2032-01-28,2034-01-28
590,Kappa Unit 590,Unit for industrial applications,2032-02-02,2034-02-02
591,Lambda Widget 591,Next-gen widget,2032-02-07,2034-02-07
592,Mu Gadget 592,Smart gadget for home,2032-02-12,2034-02-12
593,Nu Tool 593,Ergonomic tool,2032-02-17,2034-02-17
594,Xi Device 594,Energy efficient device,2032-02-22,2034-02-22
595,Omicron Gear 595,Heavy-duty gear,2032-02-27,2034-02-27
596,Pi Component 596,Component for electronics,2032-03-03,2034-03-03
597,Rho Module 597,Module for automation,2032-03-08,2034-03-08
598,Sigma Part 598,Precision part,2032-03-13,2034-03-13
599,Tau Accessory 599,Accessory for gadgets,2032-03-18,2034-03-18
600,Upsilon Unit 600,Unit for assembly lines,2032-03-23,2034-03-23
601,Alpha Widget 601,High quality widget,2032-03-28,2034-03-28
602,Beta Gadget 602,Advanced gadget for daily use,2032-04-02,2034-04-02
603,Gamma Tool 603,Durable tool for professionals,2032-04-07,2034-04-07
604,Delta Device 604,Compact and efficient device,2032-04-12,2034-04-12
605,Epsilon Gear 605,Precision engineered gear,2032-04-17,2034-04-17
606,Zeta Component 606,Essential component for machines,2032-04-22,2034-04-22
607,Eta Module 607,Modular design for flexibility,2032-04-27,2034-04-27
608,Theta Part 608,High performance part,2032-05-02,2034-05-02
609,Iota Accessory 609,Accessory for multiple uses,2032-05-07,2034-05-07
610,Kappa Unit 610,Unit for industrial applications,2032-05-12,2034-05-12
611,Lambda Widget 611,Next-gen widget,2032-05-17,2034-05-17
612,Mu Gadget 612,Smart gadget for home,2032-05-22,2034-05-22
613,Nu Tool 613,Ergonomic tool,2032-05-27,2034-05-27
614,Xi Device 614,Energy efficient device,2032-06-01,2034-06-01
615,Omicron Gear 615,Heavy-duty gear,2032-06-06,2034-06-06
616,Pi Component 616,Component for electronics,2032-06-11,2034-06-11
617,Rho Module 617,Module for automation,2032-06-16,2034-06-16
618,Sigma Part 618,Precision part,2032-06-21,2034-06-21
619,Tau Accessory 619,Accessory for gadgets,2032-06-26,2034-06-26
620,Upsilon Unit 620,Unit for assembly lines,2032-07-01,2034-07-01
621,Alpha Widget 621,High quality widget,2032-07-06,2034-07-06
622,Beta Gadget 622,Advanced gadget for daily use,2032-07-11,2034-07-11
623,Gamma Tool 623,Durable tool for professionals,2032-07-16,2034-07-16
624,Delta Device 624,Compact and efficient device,2032-07-21,2034-07-21
625,Epsilon Gear 625,Precision engineered gear,2032-07-26,2034-07-26
626,Zeta Component 626,Essential component for machines,2032-07-31,2034-07-31
627,Eta Module 627,Modular design for flexibility,2032-08-05,2034-08-05
628,Theta Part 628,High performance part,2032-08-10,2034-08-10
629,Iota Accessory 629,Accessory for multiple uses,2032-08-15,2034-08-15
630,Kappa Unit 630,Unit for industrial applications,2032-08-20,2034-08-20
631,Lambda Widget 631,Next-gen widget,2032-08-25,2034-08-25
632,Mu Gadget 632,Smart gadget for home,2032-08-30,2034-08-30
633,Nu Tool 633,Ergonomic tool,2032-09-04,2034-09-04
634,Xi Device 634,Energy efficient device,2032-09-09,2034-09-09
635,Omicron Gear 635,Heavy-duty gear,2032-09-14,2034-09-14
636,Pi Component 636,Component for electronics,2032-09-19,2034-09-19
637,Rho Module 637,Module for automation,2032-09-24,2034-09-24
638,Sigma Part 638,Precision part,2032-09-29,2034-09-29
639,Tau Accessory 639,Accessory for gadgets,2032-10-04,2034-10-04
640,Upsilon Unit 640,Unit for assembly lines,2032-10-09,2034-10-09
641,Alpha Widget 641,High quality widget,2032-10-14,2034-10-14
642,Beta Gadget 642,Advanced gadget for daily use,2032-10-19,2034-10-19
643,Gamma Tool 643,Durable tool for professionals,2032-10-24,2034-10-24
644,Delta Device 644,Compact and efficient device,2032-10-29,2034-10-29
645,Epsilon Gear 645,Precision engineered gear,2032-11-03,2034-11-03
646,Zeta Component 646,Essential component for machines,2032-11-08,2034-11-08
647,Eta Module 647,Modular design for flexibility,2032-11-13,2034-11-13
648,Theta Part 648,High performance part,2032-11-18,2034-11-18
649,Iota Accessory 649,Accessory for multiple uses,2032-11-23,2034-11-23
650,Kappa Unit 650,Unit for industrial applications,2032-11-28,2034-11-28
651,Lambda Widget 651,Next-gen widget,2032-12-03,2034-12-03
652,Mu Gadget 652,Smart gadget for home,2032-12-08,2034-12-08
653,Nu Tool 653,Ergonomic tool,2032-12-13,2034-12-13
654,Xi Device 654,Energy efficient device,2032-12-18,2034-12-18
655,Omicron Gear 655,Heavy-duty gear,2032-12-23,2034-12-23
656,Pi Component 656,Component for electronics,2032-12-28,2034-12-28
657,Rho Module 657,Module for automation,2033-01-02,2035-01-02
658,Sigma Part 658,Precision part,2033-01-07,2035-01-07
659,Tau Accessory 659,Accessory for gadgets,2033-01-12,2035-01-12
660,Upsilon Unit 660,Unit for assembly lines,2033-01-17,2035-01-17
661,Alpha Widget 661,High quality widget,2033-01-22,2035-01-22
662,Beta Gadget 662,Advanced gadget for daily use,2033-01-27,2035-01-27
663,Gamma Tool 663,Durable tool for professionals,2033-02-01,2035-02-01
664,Delta Device 664,Compact and efficient device,2033-02-06,2035-02-06
665,Epsilon Gear 665,Precision engineered gear,2033-02-11,2035-02-11
666,Zeta Component 666,Essential component for machines,2033-02-16,2035-02-16
667,Eta Module 667,Modular design for flexibility,2033-02-21,2035-02-21
668,Theta Part 668,High performance part,2033-02-26,2035-02-26
669,Iota Accessory 669,Accessory for multiple uses,2033-03-03,2035-03-03
670,Kappa Unit 670,Unit for industrial applications,2033-03-08,2035-03-08
671,Lambda Widget 671,Next-gen widget,2033-03-13,2035-03-13
672,Mu Gadget 672,Smart gadget for home,2033-03-18,2035-03-18
673,Nu Tool 673,Ergonomic tool,2033-03-23,2035-03-23
674,Xi Device 674,Energy efficient device,2033-03-28,2035-03-28
675,Omicron Gear 675,Heavy-duty gear,2033-04-02,2035-04-02
676,Pi Component 676,Component for electronics,2033-04-07,2035-04-07
677,Rho Module 677,Module for automation,2033-04-12,2035-04-12
678,Sigma Part 678,Precision part,2033-04-17,2035-04-17
679,Tau Accessory 679,Accessory for gadgets,2033-04-22,2035-04-22
680,Upsilon Unit 680,Unit for assembly lines,2033-04-27,2035-04-27
681,Alpha Widget 681,High quality widget,2033-05-02,2035-05-02
